CD4	CD8	Erythrocyte	Macrophage	memory_B_cell	Monocyte	naive_B_cell	Neutrophil	NK_cell	Plasmocyte	Platelet
NLRC5	12.66122159	5.10692718	0.01755055	0.16598361	7.7529274	1.38929035	0.28852166	0.40976821	3.01990767	0.70696721	0.12133891
NLRP12	0.008049242	0.011367673	0.005436856	0.163934426	0.012880562	0.686986597	0.008932559	0.342596973	0.020773226	0.05942623	0.008368201
NME2	4.654356061	1.256127886	0.003815338	2.331967213	2.946135831	0.428015564	0.478338544	0.002601703	0.360357761	3.370901639	0.493723849
NOP53	56.39015152	11.30941385	0.09442961	1.18647541	24.0175644	4.74800815	16.36846807	0.03772469	5.28159261	3.6045082	0.35983264
NPC2	5.58120265	1.74422735	0.07392217	3.85860656	5.49297424	9.85559879	4.67351496	0.15763955	0.72677438	2.35245902	0.37238494
NRGN	0.5475852	0.9548845	1.1456505	0.807377	0.4976581	3.3067136	0.6217061	0.5003548	0.9691287	1.3401639	64.3305439
NRXN2	0.0002367424	0.0010657194	0.0007630675	0.0020491803	0	0.0045086777	0	0.0002365184	0.0080784766	0	0.0041841004
NUGGC	0.2597064394	0.0539964476	0.000858451	0	0.0421545667	0.0074732876	0.0031263957	0.0009460738	0.0830929025	1.3053278689	0.0041841004
NUP210	3.878314394	3.175133215	0.047787104	0.133196721	5.215456674	0.609968501	1.799910674	0.007923368	1.419215234	1.676229508	0.079497908
OARD1	5.56131629	1.74742451	0.01259061	0.10040984	1.80327869	0.3858934	3.74095578	0.06019395	1.20398153	0.98360656	0.20502092
OASL	6.710227273	3.646891652	0.002956887	0.020491803	0.008196721	0.101661417	0.00223314	0.066461684	0.203981535	0.022540984	0.0041841
ODF2L	8.248106061	3.509769094	0.007535292	0.036885246	5.355971897	0.498239763	1.56900402	0.087866604	1.793421812	0.606557377	0.050209205
OLAH	0.308475379	0.01705151	0.01468905	0.004098361	0.015222482	0.088814774	0.007146047	1.094843898	0.02423543	0.06352459	0.020920502
OPTN	11.880681818	3.022024867	14.160911866	0.020491803	1.641686183	0.073621148	0.794997767	0.006740776	2.166474322	1.086065574	0.292887029
OSCAR	0.011126894	0.012433393	0.010206028	0.239754098	0.009367681	0.962942375	0.006699419	0.319299905	0.022792845	0.040983607	0.033472803
OSTM1	2.68394886	1.95843694	0.01058756	0.14344262	0.57377049	0.62460626	0.62929879	0.15929518	0.53462204	0.61885246	0.17154812
OVCA2	0.0191761364	0.0028419183	0.0003815338	0.1885245902	0.0035128806	0.0086467791	0.000446628	0.0093424787	0.0057703405	0.1680327869	0.0125523013
OXNAD1	11.502604167	4.18330373	0.008202976	0.018442623	1.348946136	0.064233216	0.370254578	0.004493851	1.342758223	0.391393443	0.020920502
P2RX5	0.865767045	0.14920071	0.01468905	0.008196721	26.346604215	0.134704465	10.326931666	0.002483444	0.383150606	2.459016393	0.008368201
PARP1	7.1015625	4.95168739	0.01697825	0.20901639	12.15339578	0.89376814	6.25815096	0.03417692	1.67397576	10.76844262	0.56485356
PASK	5.338068182	0.795381883	0.002479969	0.022540984	0.634660422	0.1560126	0.217954444	0.00307474	0.19965378	0.268442623	0.016736402
PATJ	2.25094697	0.353818828	0.003243037	0	0.631147541	0.006423322	0.424296561	0.005085147	0.111079054	0.163934426	0.016736402
PATL2	2.022964015	7.689520426	0.003719954	0.026639344	3.131147541	0.11450806	2.184010719	0.043046358	2.504904789	0.235655738	0.016736402
PAX5	0.003787879	0.003552398	0.004387638	0.004098361	8.076112412	0.006979186	4.776239393	0.001655629	0.007501443	0.282786885	0.0041841
PCDH1	0	0.0071047957	0.0131629149	0	0	0.0004941017	0	0.0003547777	0.0196191575	0.0040983607	0
PCED1B.AS1	48.00189394	20.37193606	0.04921786	0.02254098	12.29391101	0.12519301	2.43546226	0.08455535	6.63762262	1.95901639	0.0376569
PCNX2	3.495501894	0.924333925	0.001812285	0.012295082	0.492974239	0.21258724	0.391246092	0.001892148	0.042700519	0.090163934	0
PCSK7	11.91548295	6.01136767	0.02689813	0.23565574	2.8676815	1.59347786	2.95176418	0.28358562	3.89440277	1.24385246	0.10041841
PDCD4	29.3887311	8.5971581	0.0270889	0.2315574	15.7119438	1.3385832	10.4551139	0.2462157	6.4587421	1.7663934	0.3640167
PDE3B	2.913825758	0.877442274	0.007535292	0.045081967	0.026932084	0.277314557	0.037070121	0.252365184	0.166762839	0.092213115	0.012552301
PDE4B	6.239583333	0.506927176	0.006772224	0.036885246	4.552693208	0.228213205	5.373380974	0.107970672	0.116849394	1.581967213	0.0041841
PDE4D	1.90364583	1.95879218	0.01659672	0.03278689	4.03981265	0.69421283	1.18803037	0.11234626	1.43768032	0.33196721	0.40585774
PDE6G	0.269176136	0.095559503	0.00276612	0.006147541	0.007025761	0.022975727	0.005359536	0.002719962	0.284766301	0.012295082	6.108786611
PDE9A	0.359375	0.7079929	9.538344e-05	0	0	0.002408746	0.00223314	0.0002365184	0.07905366	0.00204918	0
PDGFRB	0.0007102273	0.4063943162	0.0011446013	0	0.0046838407	0.0073497622	0.1174631532	0	0.0926139642	0	0
PDIA3	25.70123106	15.87460036	0.06533766	0.56557377	4.36416862	2.62713853	4.00937919	0.1070246	6.70917484	12.26639344	3.35983264
PDIA4	5.70620265	2.01385435	0.01678749	0.20901639	0.46955504	0.63096782	0.3930326	0.02991958	0.99422966	15.04098361	0.30962343
PDLIM1	0.55847538	2.38436945	0.0771652	0.02868852	17.61358314	0.88567723	12.75614113	0.07119205	0.92844778	3.74180328	181.29288703
PDZD4	0.0236742424	0.1907637655	0.0033384205	0	0.0023419204	0.0021616948	0.0035730237	0.0003547777	0.2538949798	0.0081967213	0.0083682008
PF4	0.640625	0.7975133	0.7456124	0.07377049	0.3313817	2.543574	0.3622153	0.3172895	0.49221	0.4528689	1123.749
PGLS	3.31368371	1.94635879	0.05284243	1.63729508	2.1498829	3.91717621	1.86199196	0.47315516	0.56924409	1.26844262	0.36401674
PGLYRP1	0.04782197	0.1044405	0.06886684	0.00204918	0.03161593	0.06380088	0.04064314	2.02731788	0.12233122	0.18032787	0.05020921
PHACTR1	0.808475379	0.020248668	0.005246089	0.010245902	4.37587822	0.386819838	12.546225994	0.141674551	0.101557992	0.553278689	0.025104603
PHF1	2.369081439	1.173712256	0.005150706	0.026639344	1.206088993	0.14643938	0.638231353	0.053926206	0.20542412	0.381147541	0.129707113
PHLDA2	0.037405303	0.006394316	0.002003052	0.012295082	0.00117096	0.115558026	0	0.006977294	0.001154068	0.004098361	0.008368201
PIK3AP1	0.07883523	0.8383659	0.0293781	0.46721311	7.39578454	1.88005682	1.69316659	0.9602649	1.5577034	0.2602459	0.05439331
PIK3R1	7.6089015	5.8685613	0.1385921	0.2356557	1.0971897	1.6901983	0.6288522	0.1866131	2.0464512	1.1331967	0.3138075
PIM1	31.1432292	5.0291297	21.6420259	0.1454918	2.2002342	1.7709839	0.5203216	0.3899007	2.389498	2.7254098	0.3891213
PIM3	2.80208333	0.32433393	0.03405189	0.20286885	2.2295082	4.33981842	0.69941938	0.65444655	0.34275822	1.57991803	0.43096234
PITPNC1	4.15719697	2.6017762	0.02041206	0.1147541	1.03864169	0.40318696	0.07012059	0.06776254	1.48874784	0.3442623	0.11715481
PKM	11.249763	2.806039	1.073064	3.284836	2.736534	9.612377	1.247432	1.103595	1.725043	11.036885	172.539749
PLAAT3	0.970880682	2.609236234	0.010492179	0.213114754	0.358313817	0.813847199	0.005359536	0.00614948	2.917484132	0.778688525	0.020920502
PLAAT4	28.47277462	12.63516874	0.02241511	0.22336066	2.55737705	0.43246248	0.37829388	0.0301561	5.97518754	1.0942623	0.12970711
PLBD1	0.06344697	0.13357016	0.06638688	1.16803279	0.06908665	7.13946019	0.20634212	1.8839877	0.2016734	0.43852459	0.16317992
PLD3	7.06439394	0.94955595	0.05694391	0.99180328	0.20023419	5.53159162	0.15855293	0.04990539	0.65695326	1.20081967	47.43933054
PLEK	1.40696023	10.2071048	0.07354063	0.67213115	4.81381733	3.96423939	2.12818222	1.80416272	4.95527986	2.71311475	43.15062762
PLEKHF1	3.2473958333	3.0849023091	0.0021938192	0.0020491803	0.0210772834	0.005064542	0.0133988388	0.0001182592	0.8880553953	0.1106557377	0.0041841004
PLEKHF2	1.53456439	0.24795737	0.02775658	0.11270492	4.32435597	0.5642641	1.7172845	0.19690161	0.54731679	0.88319672	0.90376569
PLEKHG3	0.469223485	1.506216696	0.006199924	0.028688525	0.003512881	0.187326292	0.004019652	0.168282876	1.959607617	0.036885246	0.062761506
PLEKHO1	2.97182765	0.53463588	0.06009157	0.38319672	2.83021077	3.50157495	2.24341224	0.37807474	0.22562031	1.05737705	79.81171548
PLXNB2	0.35819129	0.01598579	0.01869515	0.375	0.03512881	3.25890927	0.01473872	0.24349574	0.02452395	0.12704918	0.07112971
PLXND1	0.209517045	0.755950266	0.016119802	0.354508197	0.014051522	1.993700204	0.008485931	0.045411542	0.472013849	0.043032787	0.016736402
POU2AF1	0.330255682	0.012078153	0.009252194	0.00204918	5.237704918	0.007040949	2.885663243	0.004257332	0.011252164	8.823770492	0.0041841
PPBP	2.6188447	2.1055062	1.9321824	0.2684426	1.1241218	5.3100488	1.9455114	0.6877956	1.4648009	1.579918	7059.3514644
PPDPF	3.0388258	1.9349911	0.4160626	1.9364754	2.5761124	2.335495	1.3747209	0.2265847	1.1229083	4.7356557	6.5062762
PPIA	64.0783617	22.7360568	0.3288821	5.8483607	34.6053864	9.551541	15.3095132	0.2658467	9.6491633	35.125	38.4142259
PPIL2	1.81676136	0.71580817	0.00610454	0.13729508	0.98711944	0.57871657	0.29030817	0.02637181	0.69619158	0.54098361	0.0167364
PPP1R9B	0.22608902	0.16589698	0.04673789	0.39959016	0.31733021	1.7696251	0.48057168	0.15551088	0.29861512	0.57786885	0.05439331
PRDM1	17.31510417	5.87175844	0.01774132	0.0204918	0.88290398	0.34327713	0.23894596	0.05605487	4.55135603	9.875	0.0334728
PRDM8	0.2762784091	0.0337477798	0.0006676841	0	0.0515222482	0.01710827	0.0884323359	0.0402081362	0.0138488171	0.0594262295	0.0083682008
PRF1	9.601089015	32.081349911	0.050648607	0	0.024590164	0.037489964	0.031710585	0.004730369	36.597518754	0.233606557	0.079497908
PRKAR2B	0.0797822	0.1964476	0.28567341	0.07991803	0.09484778	0.56698166	0.12862885	0.10394986	0.17426428	0.2602459	71.84100418
PRKCH	16.81486742	7.69484902	0.01106448	0.02254098	0.02107728	0.64054104	0.0111657	0.01821192	5.76658973	0.07581967	0.28451883
PRKCQ.AS1	41.779356061	4.118294849	0.008298359	0.010245902	0.015222482	0.152553888	0.084859312	0.002010407	2.627236007	0.069672131	0.129707113
PRMT2	25.3117898	11.7559503	0.1417398	0.4938525	6.1147541	2.5835958	3.3836534	0.5493141	7.8205424	1.170082	12.7364017
PROK2	0.686789773	0.105150977	0.018313621	0.102459016	0.008196721	0.487307764	0.006699419	3.061494797	0.024523947	0.131147541	0.108786611
PRR5	1.736742424	1.310834813	0.642025944	0.006147541	0.200234192	0.016922982	0.096918267	0.00307474	1.400750144	1.334016393	0.054393305
PRRG4	0.006628788	0.008525755	0.005246089	0.096311475	0.003512881	0.474893459	0.007146047	0.230723746	0.010963647	0.05942623	0.016736402
PRSS57	0.008522727	0.039431616	0.005723006	0.004098361	0.00234192	0.023778642	0.001339884	0.005085147	0.341315638	0.014344262	0
PSAP	26.362689	7.238366	2.015452	10.641393	14.959016	36.23896	7.135775	2.483207	6.000577	4.92623	231.142259
PSD	0.2810132576	0.1008880995	0.0004769172	0	0.037470726	0.0122290161	0.0241179098	0.0022469253	0.0331794576	0.012295082	0.0083682008
PSMB10	21.674952652	8.441563055	0.009252194	0.838114754	2.535128806	1.624359212	3.989727557	0.116721854	2.641661858	2.102459016	0.133891213
PSME2	28.43039773	9.39538188	0.05312858	0.80327869	11.30210773	2.31196344	4.41625726	0.03417692	4.00980958	19.80532787	0.43096234
PTEN	1.1051136	0.7506217	0.6741702	0.4241803	1.0491803	2.2868878	0.6047343	1.7385289	0.6373341	1.6864754	0.2761506
PTGDR	1.321732955	7.09946714	0.00610454	0	0.00117096	0.00753505	0.005806163	0.003666036	5.618580496	0.067622951	0.217573222
PTGDS	0.24905303	0.770159858	0.017550553	0.008196721	0.015222482	0.015070101	0.024564538	0.001064333	2.350259665	0.102459016	0.0041841
PTGER4	7.86032197	3.584724689	0.007821442	0.104508197	1.152224824	0.443332716	1.319785619	0.089403974	2.111367571	0.114754098	0.016736402
PTK7	0.0009469697	0.0063943162	0.0001907669	0	0.0011709602	0.001482305	0.000446628	0.0109981079	0.0051933064	0.012295082	0.2259414226
PTMA	190.998106	67.387211	1.037104	12.375	148.954333	50.220987	81.398392	1.223865	35.312175	139.247951	107.677824
PTMS	0.27367424	0.27886323	0.98798169	0.07581967	0.05503513	0.23364832	0.01071907	0.05782876	0.08049625	0.4795082	3.60251046
PTPN4	10.7750947	6.01065719	0.98750477	0.03483607	1.24004684	0.33883021	1.32961143	0.01383633	4.64887478	0.53893443	0.06276151
PTPN7	10.7170928	8.85506217	0.01106448	0.05327869	2.90632319	0.41615712	0.18311746	0.11802271	4.61281016	1.24385246	0.12970711
PTPRA	2.17400568	1.930373	0.06466997	0.20696721	0.97423888	1.08510901	0.81822242	0.15456481	1.59896134	1.65983607	9.61924686
PTPRB	0.0011837121	0.009946714	0.0007630675	0	0.0070257611	0.0012970169	0	0.001064333	0.0227928448	0.0102459016	0
PTPRCAP	0.1751893939	0.0479573712	0.0004769172	0.0081967213	0.131147541	0.0006793898	0.0080393033	0.0001182592	0.0721292556	0.7254098361	0.0209205021
PTPRE	2.46212121	2.57548845	0.09786341	0.71516393	0.1323185	7.47588166	1.12505583	2.71156575	1.26024235	0.49180328	0.16317992
PTPRM	0.3806818182	0.5253996448	0.0002861503	0.0040983607	0.0023419204	0.0137113211	0.0008932559	0.0014191107	0.0103866128	0.0040983607	0
PTTG1	1.62192235	0.9357016	0.09147272	0.02663934	0.29274005	0.08455315	0.0415364	0.01844844	0.04472014	5.15778689	0.52301255
PVT1	11.754734848	0.493072824	0.00553224	0.055327869	7.00117096	0.461243901	0.104064314	0.002956481	0.311886901	0.485655738	0.012552301
PYHIN1	11.825757576	8.344937833	0.008298359	0.00204918	0.610070258	0.011302576	0.030370701	0.001419111	6.177726486	0.178278689	0.020920502
PZP	1.246922	2.193961	9.538344e-05	0	0	0.006485084	0.001339884	0.0004730369	0.2738027	0.00204918	0.0041841
RAB27B	0.07173295	0.58507993	0.0270889	0.01229508	0.0117096	0.04514854	0.01831175	0.01241722	0.74033468	0.05532787	8.79916318
RAB30	1.031486742	0.310124334	0.002861503	0.00204918	2.317330211	0.006361559	2.254577937	0.002365184	0.032313907	1.141393443	0.246861925
RABGAP1L	6.1657197	2.7186501	0.5533193	0.1557377	2.0035129	0.8040887	1.1228227	0.2932829	3.1422389	1.2622951	104.6485356
RALB	1.95383523	0.19715808	0.02203357	0.21516393	4.65925059	1.30201964	1.85261277	1.26170766	0.45066359	0.31557377	0.44769874
RALGPS2	0.30279356	0.0937833	0.0166921	0.05737705	12.18852459	0.12506948	5.54756588	0.15610218	0.13329486	2.82991803	0.0209205
RAMP1	0.006155303	0.254706927	0.00333842	0	0.004683841	0.005064542	0.001786512	0.002010407	0.725620312	0.010245902	2.309623431
RAP1GDS1	8.263257576	2.087388988	0.009442961	0.073770492	2.399297424	0.447964919	4.12684234	0.050141911	2.125793422	0.952868852	0.242677824
RASA4	0.2116477273	0.043339254	0.0009538344	0.018442623	0.0526932084	0.0357606077	0.0678874498	0.0154919584	0.0199076746	0.0655737705	0.0041841004
RASGRF2	2.4907670455	0.3861456483	0.0009538344	0	0	0.0030881354	0.0008932559	0.0030747398	0.4238315061	0.0020491803	0.0209205021
RASGRP1	6.984375	2.71722913	0.005436856	0	1.257611241	0.018528812	0.107637338	0.021877956	1.206289671	1.44057377	0.008368201
RASSF1	5.69176136	9.93072824	0.03204884	0.27663934	2.2763466	1.44493855	1.85082626	0.04742195	4.8118869	0.73155738	0.23430962
RASSF4	0.010890152	1.212078153	0.040633346	0.604508197	0.011709602	4.313013403	0.009825815	0.070245979	1.765147144	0.092213115	0.012552301
RBM3	30.81676136	11.72149201	0.09633728	3.16188525	12.22833724	9.4768081	8.68110764	0.37807474	4.78188113	13.03483607	1.78661088
RBPMS2	0.0239109848	0.0095914742	0.0031476536	0.0081967213	0.0316159251	0.0518189117	0.0017865118	0.0008278146	0.2195614541	0.0020491803	0.5564853556
RCAN3	10.436079545	0.436944938	0.00858451	0.081967213	2.080796253	0.291767031	1.353282715	0.007805109	0.15406809	0.163934426	18.326359833
RCN2	4.81392045	1.93889876	0.01287676	0.06557377	2.42857143	0.27218825	1.55649844	0.01655629	0.62752452	1.85655738	0.15062762
RETREG1	3.738162879	0.44937833	0.001049218	0.010245902	0.039812646	0.010684948	0.374720858	0.011707663	0.149740335	0.008196721	0
RFLNB	0.54876894	0.39857904	0.03805799	0.06967213	0.05503513	1.37866716	0.03126396	1.3135052	0.39757646	0.31762295	0.51464435
RGS18	0.22727273	0.15381883	0.29397177	0.36885246	0.09601874	1.86146625	0.10942385	2.52199622	0.1898442	0.24590164	340.9790795
RHOBTB3	0.067471591	0.977975133	0.006676841	0.022540984	0.470725995	0.105367179	0.008485931	0.001655629	1.555972302	0.077868852	0.075313808
RHOF	2.15530303	0.68525755	0.04950401	0.04508197	0.71194379	0.32635415	0.33765074	0.04860454	0.69532602	0.85040984	21.31799163
RHOG	14.56060606	4.77371226	0.09261732	1.93647541	3.52224824	6.12797233	1.50200983	3.10335856	3.43335257	1.7397541	0.48535565
RHOU	0.033143939	0.053996448	0.002956887	0.120901639	0.00234192	0.38206411	0.004019652	0.010288553	0.013848817	0.034836066	0.050209205
RHPN1	0.558712121	0.294849023	0.001335368	0.004098361	0.008196721	0.024952134	0.003126396	0.00153737	0.003462204	0	0.012552301
RIC3	3.6332859848	0.8973357016	0.0024799695	0.0020491803	5.781030445	0.0134642703	1.1286288522	0.0004730369	0.0167339873	0.5594262295	0.0083682008
RN7SL1	0.73011364	0.4330373	0.0610454	0.00204918	0.21779859	0.29034649	0.14024118	0.06705298	0.39267167	0.49590164	0.45188285
RN7SL2	0.37357955	0.64831261	0.08450973	0.01434426	0.21077283	0.26199741	0.21706119	0.11577578	0.69878823	0.60860656	0.29707113
RNASE1	0.01799242	0.02877442	0.02661198	2.97745902	0.01405152	9.37940831	0.02099151	0.04907758	0.06837853	0.19877049	0.05439331
RNASET2	27.28338068	3.45470693	0.04797787	1.38934426	21.83372365	5.00284108	13.41670389	1.17620624	1.82688979	0.9897541	0.17154812
RNF126	8.13328598	4.50905861	0.08479588	0.1454918	1.21428571	1.01661417	0.98838767	0.02424314	1.4881708	3.06147541	0.07949791
RNF130	1.39914773	1.5687389	0.03824876	2.0307377	1.62997658	5.54357359	0.8561858	1.37771996	1.20975188	0.24795082	0.55230126
RORA	19.172585227	6.186145648	0.688000763	0.00204918	0.668618267	0.046136743	0.606967396	0.003547777	2.24033468	0.465163934	0.012552301
RP1.244F24.1	0.1453598485	0.1154529307	0.0005723006	0.0020491803	0.0058548009	0.0544129455	0.000446628	0.001064333	0.0100980958	0.1413934426	0
RP11.1399P15.1	4.194839015	0.03339254	0.004292255	0.00204918	0.005854801	0.009634982	0.002679768	0	0.001731102	0.032786885	0
RP11.164H13.1	0.0002367424	0.0017761989	0.0006676841	0.006147541	1.299765808	0.0019146439	3.0075926753	0.0002365184	0.0020196192	0.0040983607	0
RP11.17A1.3	0.5643939394	0.1698046181	0.0002861503	0	0.0081967213	0.0004941017	0.0008932559	0.0005912961	0.0020196192	0	0.0041841004
RP11.203F10.6	0.202651515	0.061101243	0.004483022	0.00204918	0.128805621	0.030449015	0.051362215	0.002601703	0.013271783	0.018442623	0
RP11.25K19.1	0.18844697	0.431616341	0.002670736	0.008196721	0.348946136	0.010067321	0.004912908	0.002838221	0.41084824	0.290983607	0.050209205
RP11.284N8.3	1.528409091	0.158081705	0.004196871	0.006147541	0.318501171	0.04539559	0.510495757	0.004375591	0.378534334	0.469262295	0.242677824
RP11.290D2.6	0.17140152	0.03161634	0.02804273	1.58196721	0.03512881	0.09202643	0.01250558	0.06764428	0.02827467	0.61680328	0.25523013
RP11.343H5.4	1.445785985	0.180106572	0.002003052	0.403688525	0.358313817	0.193996665	0.110763734	0.004730369	0.04356607	0.051229508	0.008368201
RP11.347P5.1	4.208333333	1.484547069	0.010587562	0.00204918	2.822014052	0.878327466	1.400625279	0.198912015	0.734564339	0.344262295	0.008368201
RP11.354E11.2	0.004024621	0.004973357	0.005913773	0.00204918	0	0.023222778	0.001339884	0.002365184	0.004616272	0.006147541	0.874476987
RP11.383F6.1	2.2251420455	1.3680284192	0.0004769172	0.006147541	0.0667447307	0.2726823544	0.4059848146	0.0120624409	0.0066358915	0.0102459016	0
RP11.3P17.5	2.201231061	0.334280639	0.002479969	0	1.06206089	0.129207584	0.561857972	0.003311258	0.080207732	0.008196721	0
RP11.415F23.2	10.73461	0.3861456	0.0003815338	0	0.05269321	0.05237478	0.1281822	0.0003547777	0.1044432	0.0102459	0
RP11.423H2.1	3.0873579545	0.578330373	0.0719191148	0.0245901639	0.9180327869	0.1193873139	1.0026797678	0.0008278146	0.1731102135	0.4241803279	0.0460251046
RP11.446N19.1	0.10842803	0.021669627	0.00305227	0	0.017564403	0.006855661	0.005806163	0.003311258	0.305539527	0.088114754	0.376569038
RP11.480C16.1	0.007339015	0.01598579	0.000858451	0	0.080796253	0.02464332	0.009379187	0.026608325	0.00288517	1.18852459	0.062761506
RP11.489E7.4	2.50378788	2.13854352	0.02231973	0.01229508	0.90983607	0.11833735	1.22510049	0.02637181	1.36757069	0.32581967	0.0292887
RP11.556H2.1	0.04545455	0.008170515	9.538344e-05	0	0.008196721	0.007596813	0.006699419	0.0002365184	0.00288517	0.008196721	0
RP11.592N21.1	0.3245738636	0.0813499112	0.0005723006	0.006147541	0.1276346604	0.0653449447	0.0946851273	0.0030747398	0.0268320831	0.1086065574	0
RP11.632C17__A.1	7.04545455	1.25719361	0.01764594	0.27868852	1.14168618	2.28040269	1.95935686	0.00307474	0.47403347	0.09221311	0.20083682
RP11.705C15.5	0	0.2024866785	0	0	1.0081967213	0.0003705762	0	0	0.4223889209	0.0102459016	0
RP11.747H7.3	0.1347064394	0.1222024867	0.000858451	0	0.0140515222	0.0021616948	0.0084859312	0.0004730369	0.0519330641	0	0.0083682008
RP11.777B9.5	0.0385890152	0.0092362345	0.0012399847	0	0.0316159251	0.6039775184	0.0142920947	0.0009460738	0.0141373341	0	0.0041841004
RP11.796E2.4	1.627130682	1.022380107	0.004387638	0.114754098	2.612412178	0.172626768	2.249665029	0.024479659	0.519907675	0.325819672	0.012552301
RP11.84E17.1	34.91951	5.577265	0.06858069	0	19.47307	1.359088	8.043323	0.0009460738	0.9122908	0	0.3096234
RP11.932O9.9	0.0002367424	0.0039076377	0	0.0040983607	0	0.0073497622	0	0.0013008515	0.0106751298	0	0.0083682008
RP3.423B22.5	0.5177556818	0.1261101243	0.000858451	0.0020491803	0.2295081967	0.0360076586	0.1456007146	0.0001182592	0.0187536065	0.0040983607	0.0209205021
RP4.635A23.4	0.0104166667	0.0110124334	0.0002861503	0.0040983607	0.0105386417	0.0247668458	0.0058061635	0.0078051088	0.0037507213	0.0102459016	0
RP4.681N20.5	0.002604167	0.01705151	0	0	0.00234192	0.11450806	0.001786512	0.002128666	0.036641662	0.006147541	0
RP4.765C7.2	2.311079545	0.409946714	0.003433804	0.557377049	0.858313817	0.271941202	0.36534167	0.004375591	0.095787651	0.118852459	0.020920502
RP5.1091N2.9	0.5272253788	1.0021314387	0.0242273941	0.0368852459	0.1990632319	0.1224754493	0.2246538633	0.0007095553	0.0141373341	0.1680327869	0.0041841004
RPA2	25.02154356	6.88099467	0.01411675	0.10655738	9.50936768	0.77697486	1.37874051	0.07485809	6.73110214	1.91393443	9.34728033
RPAP2	2.091382576	0.858969805	0.005913773	0.038934426	1.354800937	0.194614292	0.557391693	0.01525544	0.740046163	0.924180328	0.033472803
RPH3A	0.008285985	0.009591474	0.01163678	0.012295082	0.00234192	0.26848249	0.003573024	1.373699149	0.017022504	0.047131148	0.09623431
RPL10A	114.9256629	22.7232682	0.4103396	5.692623	58.8571429	15.1915262	38.3689147	0.3190634	10.6956145	51.7131148	4.3305439
RPL10P9	9.39133523	3.30479574	0.39898894	0.58196721	5.73185012	4.76054598	3.94283162	0.02140492	1.90709752	6.75819672	0.27615063
RPL13AP3	0.0769412879	0.026642984	0.000858451	0	0.0480093677	0.0104378976	0.0151853506	0.0002365184	0.0060588575	0.0040983607	0.0083682008
RPL13P12	28.2516572	4.98081705	0.24027089	0.03483607	18.01288056	1.29059354	7.65788298	0.02826395	1.20715522	0.3442623	0.0125523
RPL15	207.9116951	53.3115453	0.6351583	8.0061475	138.057377	26.317275	75.65431	0.9355487	24.7215811	62.432377	28.2008368
RPL17	18.95596591	5.01882771	0.04196871	0.94672131	11.42740047	2.31245754	7.32827155	0.14628666	2.30640508	6.61885246	0.71548117
RPL18	115.4266098	32.539254	1.1279092	11.7643443	64.0046838	25.3237601	39.1840107	0.5507332	14.0386613	74.2438525	5.0334728
RPL18A	205.2469223	49.8	2.0015261	15.3135246	133.824356	32.1138287	85.569004	0.6825922	17.5496249	89.0860656	20.9916318
RPL19	253.4069602	60.6362345	1.4045212	18.3668033	138.2459016	36.821444	77.1420277	0.8179991	22.8981535	90.9282787	8.9372385
RPL21P7	0.0887784091	0.0238010657	0.0011446013	0	0.81264637	0.0025940337	0.0263510496	0.0002365184	0.0037507213	0.018442623	0
RPL21P75	2.73697917	0.50053286	0.02098436	0.00204918	1.28337237	0.13482799	0.86779812	0.00461211	0.10213503	0.0102459	0.0251046
RPL23A	275.2675189	66.8880995	1.0372949	2.8340164	173.1217799	20.8477549	80.8133095	0.4569536	19.8975765	53.0163934	3.9372385
RPL23AP65	0.904592803	0.201420959	0.00305227	0.012295082	0.574941452	0.060589216	0.247878517	0.001655629	0.045874207	0.014344262	0
RPL24	60.1531723	18.0483126	0.5668638	6.7192623	26.6967213	15.8543018	16.3939259	0.5587748	8.5025967	47.6065574	5.3430962
RPL26	84.0556345	26.6955595	0.4868371	4.9487705	49.9941452	25.9010561	28.7521215	0.6484153	11.6073283	47.8053279	4.2803347
RPL30P4	0.409327652	0.10053286	0.003910721	0	0.152224824	0.056142301	0.103617686	0.001773888	0.015002885	0.024590164	0
RPL35	78.0729167	24.720071	0.5414918	6.2131148	46.8782201	15.6663579	25.3389906	0.3787843	9.0098096	61.1188525	10.3138075
RPL36	89.3127367	24.5339254	0.6771271	9.7663934	60.7564403	19.7039096	28.1683787	0.5779328	8.9861512	66.9815574	5.3849372
RPL36A	19.2684659	5.2916519	0.1549027	1.5163934	13.3934426	4.6895189	6.0875391	0.1403737	1.9746105	10.8729508	1.4435146
RPL3P4	5.248816288	0.780461812	0.010206028	0	2.051522248	0.638935211	1.412684234	0.005558184	0.268032314	0.237704918	0.054393305
RPL41P1	66.82008	9.492007	0.05942388	0	39.90632	1.793836	17.22019	0.0007095553	1.635314	0	0.4435146
RPL5	314.3193655	66.0198934	0.6085464	7.1188525	148.9051522	23.1535421	86.9950871	0.4127247	23.1116561	59.5614754	5.5690377
RPL6	124.1096117	34.9328597	0.8324113	10.5307377	78.6978923	27.5318387	36.6788745	0.6407285	15.5652048	56.0266393	6.0543933
RPL7AP30	0.1455965909	0.0429840142	0.0001907669	0	0.0702576112	0.0239639306	0.0384100045	0.0004730369	0.0121177149	0.0491803279	0
RPL7AP6	0.720407197	0.1936056838	0.0006676841	0.0102459016	0.3337236534	0.1132728059	0.195176418	0.0030747398	0.0657818811	0.0881147541	0.0209205021
